date,campaign_id,channel,campaign_type,region,impressions,clicks,spend,conversions
2026-01-21,C004,Email,Retention,North,289133,7410,3377.66,431
2026-01-21,C004,Email,Retention,South,366572,12413,3223.63,1064
2026-01-21,C004,Email,Retention,East,216590,6203,2602.39,493
2026-01-21,C004,Email,Retention,West,369461,16373,3485.97,1247
2026-01-21,C005,Affiliate,Performance,North,481866,20747,4219.54,1624
2026-01-21,C005,Affiliate,Performance,South,518058,25567,4937.51,2077
2026-01-21,C005,Affiliate,Performance,East,486473,15439,4338.73,1078
2026-01-21,C005,Affiliate,Performance,West,381845,14579,4137.77,1159
2026-01-22,C001,Search,Performance,North,1296713,57540,11737.41,3822
2026-01-22,C001,Search,Performance,South,1256390,63876,11672.38,5676
2026-01-22,C001,Search,Performance,East,1241497,48190,11801.12,4273
2026-01-22,C001,Search,Performance,West,1285492,62080,12343.93,5043
2026-01-22,C002,Social,Performance,North,1048286,55686,9164.4,3158
2026-01-22,C002,Social,Performance,South,645019,18674,7905.36,1569
2026-01-22,C002,Social,Performance,East,812975,40828,8536.6,3442
2026-01-22,C002,Social,Performance,West,922756,39411,9543.51,2969
2026-01-22,C003,Display,Awareness,North,705393,36115,6878.17,2905
2026-01-22,C003,Display,Awareness,South,574737,17128,5450.6,1258
2026-01-22,C003,Display,Awareness,East,681131,21197,6365.54,1636
2026-01-22,C003,Display,Awareness,West,622809,27079,5970.02,1693
2026-01-22,C004,Email,Retention,North,328562,8265,3381.35,706
2026-01-22,C004,Email,Retention,South,215676,10217,2822.53,644
2026-01-22,C004,Email,Retention,East,261055,7692,2963.93,517
2026-01-22,C004,Email,Retention,West,344345,18901,3128.54,1318
2026-01-22,C005,Affiliate,Performance,North,590705,25277,5348.27,1786
2026-01-22,C005,Affiliate,Performance,South,395640,18147,4323.71,1000
2026-01-22,C005,Affiliate,Performance,East,412472,11462,3863.26,900
2026-01-22,C005,Affiliate,Performance,West,481145,21300,5105.59,1226
2026-01-23,C001,Search,Performance,North,1364051,58796,14000.84,4824
2026-01-23,C001,Search,Performance,South,1572163,52030,14665.77,4578
2026-01-23,C001,Search,Performance,East,855190,29954,11057.25,2587
2026-01-23,C001,Search,Performance,West,1239268,60300,11995.95,4564
2026-01-23,C002,Social,Performance,North,707574,26902,8028.97,1574
2026-01-23,C002,Social,Performance,South,739950,31778,8827.38,2682
2026-01-23,C002,Social,Performance,East,816018,39633,8123.86,2367
2026-01-23,C002,Social,Performance,West,990131,49698,10833.4,3496
2026-01-23,C003,Display,Awareness,North,646512,23188,7848.02,1585
2026-01-23,C003,Display,Awareness,South,576796,14838,7584.65,1309
2026-01-23,C003,Display,Awareness,East,573187,30505,6592.22,1994
2026-01-23,C003,Display,Awareness,West,502085,25697,5446.42,2278
2026-01-23,C004,Email,Retention,North,294738,11638,3158.11,702
2026-01-23,C004,Email,Retention,South,222498,10421,2844.37,780
2026-01-23,C004,Email,Retention,East,374125,11136,3542.17,884
2026-01-23,C004,Email,Retention,West,230463,10956,2865.96,890
2026-01-23,C005,Affiliate,Performance,North,380774,12340,4455.16,1126
2026-01-23,C005,Affiliate,Performance,South,374708,12424,4409.27,1060
2026-01-23,C005,Affiliate,Performance,East,405492,16068,5224.43,905
2026-01-23,C005,Affiliate,Performance,West,339448,17716,4379.63,1073
2026-01-24,C001,Search,Performance,North,904050,47006,10170.01,2626
2026-01-24,C001,Search,Performance,South,1437756,77497,14157.89,5998
2026-01-24,C001,Search,Performance,East,1155444,62901,11085.22,4104
2026-01-24,C001,Search,Performance,West,1243561,38479,12292.17,2986
2026-01-24,C002,Social,Performance,North,1011700,35900,10184.11,2138
2026-01-24,C002,Social,Performance,South,785001,24931,9685.42,1621
2026-01-24,C002,Social,Performance,East,951386,27060,9916.92,2419
2026-01-24,C002,Social,Performance,West,1132971,30624,10903.12,2551
2026-01-24,C003,Display,Awareness,North,603150,23849,6462.42,1469
2026-01-24,C003,Display,Awareness,South,798904,40344,7080.73,3298
2026-01-24,C003,Display,Awareness,East,560021,23164,5542.63,1331
2026-01-24,C003,Display,Awareness,West,606022,29811,6345.78,2187
2026-01-24,C004,Email,Retention,North,247809,8650,3037.32,737
2026-01-24,C004,Email,Retention,South,286477,8922,2991.14,803
2026-01-24,C004,Email,Retention,East,359994,17337,3146.82,972
2026-01-24,C004,Email,Retention,West,215062,8369,2771.13,764
2026-01-24,C005,Affiliate,Performance,North,378117,16903,4773.07,1485
2026-01-24,C005,Affiliate,Performance,South,603390,29124,6688.23,2725
2026-01-24,C005,Affiliate,Performance,East,425107,20739,4915.36,1619
2026-01-24,C005,Affiliate,Performance,West,422507,20676,4208.94,1464
2026-01-25,C001,Search,Performance,North,1061059,48678,13048.24,4221
2026-01-25,C001,Search,Performance,South,1237353,62752,14113.69,5725
2026-01-25,C001,Search,Performance,East,1032356,53496,12533.31,4342
2026-01-25,C001,Search,Performance,West,1009278,38564,12447.29,3070
2026-01-25,C002,Social,Performance,North,1107698,41575,9743.57,3923
2026-01-25,C002,Social,Performance,South,1138651,50146,11194.33,3090
2026-01-25,C002,Social,Performance,East,777390,19728,9539.79,1526
2026-01-25,C002,Social,Performance,West,1030816,48016,10726.94,4350
2026-01-25,C003,Display,Awareness,North,590492,29964,7157.79,2629
2026-01-25,C003,Display,Awareness,South,654815,30322,6776.4,2048
2026-01-25,C003,Display,Awareness,East,747737,26719,8008.27,1997
2026-01-25,C003,Display,Awareness,West,750162,26297,6937.6,1629
2026-01-25,C004,Email,Retention,North,278496,8966,3524.14,544
2026-01-25,C004,Email,Retention,South,304282,11718,3422.07,995
2026-01-25,C004,Email,Retention,East,326030,16380,3659.36,1209
2026-01-25,C004,Email,Retention,West,430670,18959,3772.38,1138
2026-01-25,C005,Affiliate,Performance,North,442543,11988,4319.48,743
2026-01-25,C005,Affiliate,Performance,South,597800,19019,5472.89,1682
2026-01-25,C005,Affiliate,Performance,East,544911,22003,5302.45,1478
2026-01-25,C005,Affiliate,Performance,West,354729,9221,4247.97,619
2026-01-26,C001,Search,Performance,North,1387691,66584,12632.81,5762
2026-01-26,C001,Search,Performance,South,1241285,40724,12217.44,3717
2026-01-26,C001,Search,Performance,East,1019594,39164,12834.85,2875
2026-01-26,C001,Search,Performance,West,1590132,65830,14510.82,4622
2026-01-26,C002,Social,Performance,North,892296,46883,8530.87,3103
2026-01-26,C002,Social,Performance,South,975134,32926,8918.89,3010
2026-01-26,C002,Social,Performance,East,733737,39536,9690.11,3323
2026-01-26,C002,Social,Performance,West,834515,41627,9571.23,2758
2026-01-26,C003,Display,Awareness,North,531776,17153,6743.18,951
2026-01-26,C003,Display,Awareness,South,732350,24927,7811.68,1967
2026-01-26,C003,Display,Awareness,East,612652,16201,5849.95,1476
2026-01-26,C003,Display,Awareness,West,637274,28699,5841.7,2259
2026-01-26,C004,Email,Retention,North,317020,8255,2968.83,646
2026-01-26,C004,Email,Retention,South,338686,17161,2949.78,1301
2026-01-26,C004,Email,Retention,East,215338,11259,2734.3,920
2026-01-26,C004,Email,Retention,West,332342,17072,3072.37,1329
2026-01-26,C005,Affiliate,Performance,North,301094,11452,3434.1,984
2026-01-26,C005,Affiliate,Performance,South,477116,24703,4815.62,1796
2026-01-26,C005,Affiliate,Performance,East,521685,24038,5287.29,1550
2026-01-26,C005,Affiliate,Performance,West,490114,13785,5132.38,970
2026-01-27,C001,Search,Performance,North,1685094,72491,14909.53,6143
2026-01-27,C001,Search,Performance,South,1123079,49441,11790.78,2859
2026-01-27,C001,Search,Performance,East,1046165,27586,11141.31,1671
2026-01-27,C001,Search,Performance,West,905145,49009,10516.07,3345
2026-01-27,C002,Social,Performance,North,777480,25983,7819.28,1644
2026-01-27,C002,Social,Performance,South,853840,21487,8925.51,1188
2026-01-27,C002,Social,Performance,East,934581,39403,8725.97,2975
2026-01-27,C002,Social,Performance,West,724092,38342,8347.89,2717
2026-01-27,C003,Display,Awareness,North,528240,18676,6640.07,1406
2026-01-27,C003,Display,Awareness,South,663018,26392,6029.15,2192
2026-01-27,C003,Display,Awareness,East,556334,20768,6055.47,1896
2026-01-27,C003,Display,Awareness,West,578590,25016,5586.93,1685
2026-01-27,C004,Email,Retention,North,243844,6531,2858.53,516
2026-01-27,C004,Email,Retention,South,311936,8869,3044.36,623
2026-01-27,C004,Email,Retention,East,193150,7256,2419.19,617
2026-01-27,C004,Email,Retention,West,217316,5955,2791.83,412
2026-01-27,C005,Affiliate,Performance,North,467478,16762,4576.54,1319
2026-01-27,C005,Affiliate,Performance,South,354656,15634,4703.33,1431
2026-01-27,C005,Affiliate,Performance,East,514598,14726,4950.02,1341
2026-01-27,C005,Affiliate,Performance,West,359639,14752,4631.08,895
2026-01-28,C001,Search,Performance,North,1038163,41090,11960.19,3208
2026-01-28,C001,Search,Performance,South,902025,25879,11752.84,2001
2026-01-28,C001,Search,Performance,East,1376783,69345,13619.16,5734
2026-01-28,C001,Search,Performance,West,1014569,45847,11004.33,3026
2026-01-28,C002,Social,Performance,North,923657,45214,9947.12,3974
2026-01-28,C002,Social,Performance,South,919915,48294,8416.23,3488
2026-01-28,C002,Social,Performance,East,875399,37670,9743.24,3135
2026-01-28,C002,Social,Performance,West,774786,28075,7556.22,1731
2026-01-28,C003,Display,Awareness,North,643670,22770,5819.6,1393
2026-01-28,C003,Display,Awareness,South,483610,21460,6361.79,1727
2026-01-28,C003,Display,Awareness,East,561531,19281,6144.67,1582
2026-01-28,C003,Display,Awareness,West,631647,22700,6365.42,1446
2026-01-28,C004,Email,Retention,North,306781,8963,2992.09,667
2026-01-28,C004,Email,Retention,South,234791,9430,3085.24,882
2026-01-28,C004,Email,Retention,East,218948,8022,2871.9,492
2026-01-28,C004,Email,Retention,West,225318,10744,2967.3,787
2026-01-28,C005,Affiliate,Performance,North,379083,20348,4759.63,1374
2026-01-28,C005,Affiliate,Performance,South,482930,20808,4368.98,1832
2026-01-28,C005,Affiliate,Performance,East,402549,14174,4451.97,1086
2026-01-28,C005,Affiliate,Performance,West,381970,15894,4706.05,1218
2026-01-29,C001,Search,Performance,North,1184636,40360,12790.62,2638
2026-01-29,C001,Search,Performance,South,1044441,27917,12616.32,1917
2026-01-29,C001,Search,Performance,East,966975,28212,9845.13,2052
2026-01-29,C001,Search,Performance,West,1293829,51322,12931.91,3647
2026-01-29,C002,Social,Performance,North,1003002,31132,10047.47,2204
2026-01-29,C002,Social,Performance,South,838298,32916,10946.93,2525
2026-01-29,C002,Social,Performance,East,889300,45442,9231.29,2736
2026-01-29,C002,Social,Performance,West,1005528,28903,9430.92,2507
2026-01-29,C003,Display,Awareness,North,779954,22980,6916.84,1689
2026-01-29,C003,Display,Awareness,South,715612,28268,6264.14,2531
2026-01-29,C003,Display,Awareness,East,470525,14631,5443.92,1250
2026-01-29,C003,Display,Awareness,West,667086,26909,7374.25,2009
2026-01-29,C004,Email,Retention,North,380858,14178,3334.15,1249
2026-01-29,C004,Email,Retention,South,323893,13670,3067.72,1274
2026-01-29,C004,Email,Retention,East,321076,12256,2941.38,1089
2026-01-29,C004,Email,Retention,West,327183,8792,2954.96,794
2026-01-29,C005,Affiliate,Performance,North,477822,25224,4775.19,1406
2026-01-29,C005,Affiliate,Performance,South,315486,14396,3353.61,1207
2026-01-29,C005,Affiliate,Performance,East,362280,12955,4165.31,1129
2026-01-29,C005,Affiliate,Performance,West,403782,12646,4686.95,1179
2026-01-30,C001,Search,Performance,North,1145561,29130,13200.03,2461
2026-01-30,C001,Search,Performance,South,1368851,64629,12631.77,3923
2026-01-30,C001,Search,Performance,East,1317438,63215,12999.98,5615
2026-01-30,C001,Search,Performance,West,1288117,35626,12940.16,2654
2026-01-30,C002,Social,Performance,North,808270,21807,8854.43,1503
2026-01-30,C002,Social,Performance,South,663637,32682,8353.95,3036
2026-01-30,C002,Social,Performance,East,581450,23268,7447.39,2019
2026-01-30,C002,Social,Performance,West,949590,25170,9194.03,1457
2026-01-30,C003,Display,Awareness,North,466553,15596,5534.75,1359
2026-01-30,C003,Display,Awareness,South,675556,25098,6022.66,2290
2026-01-30,C003,Display,Awareness,East,532007,23522,6330.32,2214
2026-01-30,C003,Display,Awareness,West,527393,18846,5319.69,1524
2026-01-30,C004,Email,Retention,North,218339,9550,2218.12,552
2026-01-30,C004,Email,Retention,South,312608,10084,3055.66,842
2026-01-30,C004,Email,Retention,East,305512,12405,3146.37,753
2026-01-30,C004,Email,Retention,West,334530,11087,3155.54,830
2026-01-30,C005,Affiliate,Performance,North,420564,11199,4197.99,951
2026-01-30,C005,Affiliate,Performance,South,378838,9472,4319.54,714
2026-01-30,C005,Affiliate,Performance,East,472820,11874,4354.84,770
2026-01-30,C005,Affiliate,Performance,West,478227,16493,4570.38,974
2026-01-31,C001,Search,Performance,North,1231453,42362,11328.03,3666
2026-01-31,C001,Search,Performance,South,1321521,50236,11940.57,4591
2026-01-31,C001,Search,Performance,East,1058834,48294,13476.05,3610
2026-01-31,C001,Search,Performance,West,1160911,51058,12826.91,4245
2026-01-31,C002,Social,Performance,North,1216554,58189,10705.15,5413
2026-01-31,C002,Social,Performance,South,1134008,38490,10998.94,2279
2026-01-31,C002,Social,Performance,East,795225,28470,10337.34,2655
2026-01-31,C002,Social,Performance,West,1041711,39566,10963.53,2900
2026-01-31,C003,Display,Awareness,North,596578,15851,6643.97,1358
2026-01-31,C003,Display,Awareness,South,569512,28285,6213.3,2517
2026-01-31,C003,Display,Awareness,East,701430,36056,7470.66,2294
2026-01-31,C003,Display,Awareness,West,639671,27654,6264.38,1847
2026-01-31,C004,Email,Retention,North,351715,12123,3364.28,979
2026-01-31,C004,Email,Retention,South,268831,12472,2960.53,785
2026-01-31,C004,Email,Retention,East,281268,7521,3135.26,447
2026-01-31,C004,Email,Retention,West,329120,10870,3441.45,961
2026-01-31,C005,Affiliate,Performance,North,449909,16704,4750.16,1273
2026-01-31,C005,Affiliate,Performance,South,434742,10997,4400.0,808
2026-01-31,C005,Affiliate,Performance,East,497330,17086,4870.93,1468
2026-01-31,C005,Affiliate,Performance,West,543703,22095,5133.31,2077
2026-02-01,C001,Search,Performance,North,1106305,36472,13862.04,2031
2026-02-01,C001,Search,Performance,South,1192581,57475,13750.14,4351
2026-02-01,C001,Search,Performance,East,859341,29212,11449.63,2362
2026-02-01,C001,Search,Performance,West,1275420,64296,11191.06,3596
2026-02-01,C002,Social,Performance,North,1050462,40694,9889.96,2886
2026-02-01,C002,Social,Performance,South,867684,23402,9960.04,1500
2026-02-01,C002,Social,Performance,East,1009132,39572,9620.15,2268
2026-02-01,C002,Social,Performance,West,934496,49791,8247.14,4302
2026-02-01,C003,Display,Awareness,North,798511,21773,7034.68,1515
2026-02-01,C003,Display,Awareness,South,603551,18634,7183.83,1129
2026-02-01,C003,Display,Awareness,East,783084,23029,7979.91,2013
2026-02-01,C003,Display,Awareness,West,745514,27319,7422.62,2239
2026-02-01,C004,Email,Retention,North,333718,11251,2987.65,830
2026-02-01,C004,Email,Retention,South,316014,14609,2857.12,839
2026-02-01,C004,Email,Retention,East,239538,12872,2980.4,980
2026-02-01,C004,Email,Retention,West,338104,13530,3992.94,1111
2026-02-01,C005,Affiliate,Performance,North,511559,19843,4768.51,1525
2026-02-01,C005,Affiliate,Performance,South,432886,11392,4689.35,702
2026-02-01,C005,Affiliate,Performance,East,324549,16327,4214.97,1538
2026-02-01,C005,Affiliate,Performance,West,505038,25561,4732.12,1653
2026-02-02,C001,Search,Performance,North,945850,40488,10227.64,2345
2026-02-02,C001,Search,Performance,South,1255426,68339,12567.62,4278
2026-02-02,C001,Search,Performance,East,1318482,39356,12522.1,2915
2026-02-02,C001,Search,Performance,West,1247184,40433,12023.0,3259
2026-02-02,C002,Social,Performance,North,798307,38437,8179.09,2881
2026-02-02,C002,Social,Performance,South,712220,17998,9435.37,1246
2026-02-02,C002,Social,Performance,East,697851,35200,7942.15,2962
2026-02-02,C002,Social,Performance,West,753547,28530,9560.84,1602
2026-02-02,C003,Display,Awareness,North,639410,21526,8018.68,1526
2026-02-02,C003,Display,Awareness,South,708849,38843,6341.4,2206
2026-02-02,C003,Display,Awareness,East,552472,26313,6091.32,2413
2026-02-02,C003,Display,Awareness,West,838528,35481,7418.17,2458
2026-02-02,C004,Email,Retention,North,273321,9773,2801.48,794
2026-02-02,C004,Email,Retention,South,274732,8447,3246.82,774
2026-02-02,C004,Email,Retention,East,251861,6590,3004.28,371
2026-02-02,C004,Email,Retention,West,223641,11406,2727.04,756
2026-02-02,C005,Affiliate,Performance,North,420520,17831,4547.91,1349
2026-02-02,C005,Affiliate,Performance,South,502611,16824,4770.82,1162
2026-02-02,C005,Affiliate,Performance,East,469011,18427,4415.7,1380
2026-02-02,C005,Affiliate,Performance,West,410483,17541,4934.46,1095
2026-02-03,C001,Search,Performance,North,1092080,29633,13112.89,1711
2026-02-03,C001,Search,Performance,South,1295887,52104,11505.56,3719
2026-02-03,C001,Search,Performance,East,1106747,50698,12535.7,4352
2026-02-03,C001,Search,Performance,West,1264328,37358,12495.09,3363
2026-02-03,C002,Social,Performance,North,693154,18110,7533.55,1088
2026-02-03,C002,Social,Performance,South,981473,24537,9292.33,1758
2026-02-03,C002,Social,Performance,East,958316,30458,8411.95,2045
